godina;Datum;Volume;JedMj;Lokacija;Energija
2024;2024-04-01;3.45099580;m3;Lokacija-1627;Gas
2024;2024-04-01;3.45099580;m3;Lokacija-1357;Gas
2024;2024-04-01;3.45099580;m3;Lokacija-1261;Gas
2024;2024-04-01;3.45099580;m3;Lokacija-3572;Gas
2024;2024-04-01;3.45099580;m3;Lokacija-3177;Gas
2024;2024-04-01;3.45224586;spremnik (1100 l);Lokacija-2746;Garbage
2024;2024-04-01;3.45224586;spremnik (1100 l);Lokacija-1637;Garbage
2024;2024-04-01;3.45685500;spremnik (1100 l);Lokacija-138;Garbage
2024;2024-04-01;3.45685500;spremnik (1100 l);Lokacija-362;Garbage
2024;2024-04-01;3.45685500;spremnik (1100 l);Lokacija-3647;Garbage
2024;2024-04-01;3.45685500;spremnik (1100 l);Lokacija-4642;Garbage
2024;2024-04-01;3.45685500;spremnik (1100 l);Lokacija-1062;Garbage
2024;2024-04-01;3.45915957;spremnik (1100 l);Lokacija-1498;Garbage
2024;2024-04-01;3.49603269;spremnik (1100 l);Lokacija-3073;Garbage
2024;2024-04-01;3.49615035;m3;Lokacija-3209;Water
2024;2024-04-01;3.50294640;spremnik (1100 l);Lokacija-4038;Garbage
2024;2024-04-01;3.51907839;spremnik (1100 l);Lokacija-3300;Garbage
2024;2024-04-01;3.53076570;m3;Lokacija-3382;Water
2024;2024-04-01;3.61356576;spremnik (1100 l);Lokacija-3342;Garbage
2024;2024-04-01;3.62047947;spremnik (1100 l);Lokacija-1002;Garbage
2024;2024-04-01;3.62047947;spremnik (1100 l);Lokacija-4090;Garbage
2024;2024-04-01;3.65274345;spremnik (1100 l);Lokacija-172;Garbage
2024;2024-04-01;3.68076555;m3;Lokacija-1286;Water
2024;2024-04-01;3.73076550;m3;Lokacija-17;Water
2024;2024-04-01;3.73801254;spremnik (1100 l);Lokacija-792;Garbage
2024;2024-04-01;3.76922700;m3;Lokacija-4038;Water
2024;2024-04-01;3.77027652;spremnik (1100 l);Lokacija-3588;Garbage
2024;2024-04-01;3.77144541;m3;Lokacija-3629;Gas
2024;2024-04-01;3.79615005;m3;Lokacija-1013;Water
2024;2024-04-01;3.80254050;spremnik (1100 l);Lokacija-1761;Garbage
2024;2024-04-01;3.86476389;spremnik (1100 l);Lokacija-2444;Garbage
2024;2024-04-01;3.87307305;m3;Lokacija-2357;Water
2024;2024-04-01;3.91922685;m3;Lokacija-3308;Water
2024;2024-04-01;3.91922685;m3;Lokacija-1508;Water
2024;2024-04-01;3.96616497;spremnik (1100 l);Lokacija-2504;Garbage
2024;2024-04-01;3.98229696;spremnik (1100 l);Lokacija-2596;Garbage
2024;2024-04-01;3.98845755;m3;Lokacija-780;Water
2024;2024-04-01;4.00384215;m3;Lokacija-4391;Water
2024;2024-04-01;4.00995180;spremnik (1100 l);Lokacija-221;Garbage
2024;2024-04-01;4.00995180;spremnik (1100 l);Lokacija-3980;Garbage
2024;2024-04-01;4.03076520;m3;Lokacija-79;Water
2024;2024-04-01;4.03461135;m3;Lokacija-4811;Water
2024;2024-04-01;4.03461135;m3;Lokacija-1275;Water
2024;2024-04-01;4.05834777;spremnik (1100 l);Lokacija-1247;Garbage
2024;2024-04-01;4.06987062;spremnik (1100 l);Lokacija-4683;Garbage
2024;2024-04-01;4.06987062;spremnik (1100 l);Lokacija-3870;Garbage
2024;2024-04-01;4.06987062;spremnik (1100 l);Lokacija-766;Garbage
2024;2024-04-01;4.06987062;spremnik (1100 l);Lokacija-332;Garbage
2024;2024-04-01;4.12691895;m3;Lokacija-2036;Water
2024;2024-04-01;4.12978944;spremnik (1100 l);Lokacija-888;Garbage
2024;2024-04-01;4.15053057;spremnik (1100 l);Lokacija-2357;Garbage
2024;2024-04-01;4.16538045;m3;Lokacija-3863;Water
2024;2024-04-01;4.16666256;spremnik (1100 l);Lokacija-872;Garbage
2024;2024-04-01;4.21736310;spremnik (1100 l);Lokacija-636;Garbage
2024;2024-04-01;4.23076500;m3;Lokacija-28;Water
2024;2024-04-01;4.23119052;spremnik (1100 l);Lokacija-3295;Garbage
2024;2024-04-01;4.23119052;spremnik (1100 l);Lokacija-4202;Garbage
2024;2024-04-01;4.25768805;m3;Lokacija-2875;Water
2024;2024-04-01;4.25768805;m3;Lokacija-4557;Water
2024;2024-04-01;4.25768805;m3;Lokacija-3698;Water
2024;2024-04-01;4.26345450;spremnik (1100 l);Lokacija-2366;Garbage
2024;2024-04-01;4.26806364;spremnik (1100 l);Lokacija-958;Garbage
2024;2024-04-01;4.26806364;spremnik (1100 l);Lokacija-4137;Garbage
2024;2024-04-01;4.29110934;spremnik (1100 l);Lokacija-1081;Garbage
2024;2024-04-01;4.32106875;spremnik (1100 l);Lokacija-4134;Garbage
2024;2024-04-01;4.35768795;m3;Lokacija-1180;Water
2024;2024-04-01;4.38559671;spremnik (1100 l);Lokacija-3033;Garbage
2024;2024-04-01;4.41555612;spremnik (1100 l);Lokacija-1827;Garbage
2024;2024-04-01;4.55384160;m3;Lokacija-713;Water
2024;2024-04-01;4.64230305;m3;Lokacija-4656;Water
2024;2024-04-01;4.69614915;m3;Lokacija-1850;Water
2024;2024-04-01;4.70362737;spremnik (1100 l);Lokacija-3494;Garbage
2024;2024-04-01;4.77276447;spremnik (1100 l);Lokacija-2940;Garbage
2024;2024-04-01;4.77276447;spremnik (1100 l);Lokacija-990;Garbage
2024;2024-04-01;4.77691830;m3;Lokacija-636;Water
2024;2024-04-01;4.78845675;m3;Lokacija-4857;Water
2024;2024-04-01;4.86725184;spremnik (1100 l);Lokacija-2347;Garbage
2024;2024-04-01;4.91153355;m3;Lokacija-4090;Water
2024;2024-04-01;4.94999505;m3;Lokacija-2192;Water
2024;2024-04-01;4.99169862;spremnik (1100 l);Lokacija-2256;Garbage
2024;2024-04-01;5.00552604;spremnik (1100 l);Lokacija-1358;Garbage
2024;2024-04-01;5.00552604;spremnik (1100 l);Lokacija-3988;Garbage
2024;2024-04-01;5.00783061;spremnik (1100 l);Lokacija-438;Garbage
2024;2024-04-01;5.00783061;spremnik (1100 l);Lokacija-3334;Garbage
2024;2024-04-01;5.02857174;spremnik (1100 l);Lokacija-4811;Garbage
2024;2024-04-01;5.02857174;spremnik (1100 l);Lokacija-1275;Garbage
2024;2024-04-01;5.03461035;m3;Lokacija-4738;Water
2024;2024-04-01;5.03845650;m3;Lokacija-2319;Water
2024;2024-04-01;5.12305911;spremnik (1100 l);Lokacija-3128;Garbage
2024;2024-04-01;5.12305911;spremnik (1100 l);Lokacija-2799;Garbage
2024;2024-04-01;5.12691795;m3;Lokacija-3588;Water
2024;2024-04-01;5.12997282;spremnik (1100 l);Lokacija-3979;Garbage
2024;2024-04-01;5.13076410;m3;Lokacija-2297;Water
2024;2024-04-01;5.14610481;spremnik (1100 l);Lokacija-223;Garbage
2024;2024-04-01;5.16684594;spremnik (1100 l);Lokacija-3674;Garbage
2024;2024-04-01;5.18528250;spremnik (1100 l);Lokacija-1354;Garbage
2024;2024-04-01;5.18528250;spremnik (1100 l);Lokacija-3285;Garbage
2024;2024-04-01;5.18528250;spremnik (1100 l);Lokacija-843;Garbage
2024;2024-04-01;5.18758707;spremnik (1100 l);Lokacija-4622;Garbage
2024;2024-04-01;5.20602363;spremnik (1100 l);Lokacija-1759;Garbage
2024;2024-04-01;5.20602363;spremnik (1100 l);Lokacija-674;Garbage
2024;2024-04-01;5.20832820;spremnik (1100 l);Lokacija-2853;Garbage
2024;2024-04-01;5.25441960;spremnik (1100 l);Lokacija-577;Garbage
2024;2024-04-01;5.27691780;m3;Lokacija-342;Water
2024;2024-04-01;5.29230240;m3;Lokacija-3000;Water
2024;2024-04-01;5.29614855;m3;Lokacija-3300;Water
2024;2024-04-01;5.31153315;m3;Lokacija-2691;Water
2024;2024-04-01;5.31894756;spremnik (1100 l);Lokacija-1657;Garbage
2024;2024-04-01;5.39269380;spremnik (1100 l);Lokacija-3898;Garbage
2024;2024-04-01;5.48257203;spremnik (1100 l);Lokacija-3409;Garbage
2024;2024-04-01;5.49179031;spremnik (1100 l);Lokacija-1593;Garbage
2024;2024-04-01;5.64614820;m3;Lokacija-2676;Water
2024;2024-04-01;5.64614820;m3;Lokacija-3108;Water
2024;2024-04-01;5.67154677;spremnik (1100 l);Lokacija-3597;Garbage
2024;2024-04-01;5.68998333;spremnik (1100 l);Lokacija-1854;Garbage
2024;2024-04-01;5.69999430;m3;Lokacija-2143;Water
2024;2024-04-01;5.70381075;spremnik (1100 l);Lokacija-4255;Garbage
2024;2024-04-01;5.73607473;spremnik (1100 l);Lokacija-1585;Garbage
2024;2024-04-01;5.74068387;spremnik (1100 l);Lokacija-1315;Garbage
2024;2024-04-01;5.76086415;Litara;Vozilo-3315;Diesel
2024;2024-04-01;5.80521183;spremnik (1100 l);Lokacija-4030;Garbage
2024;2024-04-01;5.81922495;m3;Lokacija-1026;Water
2024;2024-04-01;5.85360780;spremnik (1100 l);Lokacija-4118;Garbage
2024;2024-04-01;5.86922490;m3;Lokacija-4620;Water
2024;2024-04-01;5.89278549;spremnik (1100 l);Lokacija-3134;Garbage
2024;2024-04-01;5.91122205;spremnik (1100 l);Lokacija-2316;Garbage
2024;2024-04-01;5.93196318;spremnik (1100 l);Lokacija-2056;Garbage
2024;2024-04-01;5.97575001;spremnik (1100 l);Lokacija-1491;Garbage
2024;2024-04-01;6.03460935;m3;Lokacija-249;Water
2024;2024-04-01;6.06922470;m3;Lokacija-4537;Water
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-4308;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-724;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-1179;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-3632;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-156;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-1466;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-934;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-106;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-158;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-850;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-598;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-4849;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-1502;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-98;Garbage
2024;2024-04-01;6.09558765;spremnik (1100 l);Lokacija-3093;Garbage
2024;2024-04-01;6.10711050;spremnik (1100 l);Lokacija-1286;Garbage
2024;2024-04-01;6.10941507;spremnik (1100 l);Lokacija-3560;Garbage
2024;2024-04-01;6.11537850;m3;Lokacija-3929;Water
2024;2024-04-01;6.15768615;m3;Lokacija-4642;Water
2024;2024-04-01;6.24999375;m3;Lokacija-2156;Water
2024;2024-04-01;6.26382126;spremnik (1100 l);Lokacija-1752;Garbage
2024;2024-04-01;6.33460905;m3;Lokacija-888;Water
2024;2024-04-01;6.34678578;spremnik (1100 l);Lokacija-2691;Garbage
2024;2024-04-01;6.35830863;spremnik (1100 l);Lokacija-4282;Garbage
2024;2024-04-01;6.35830863;spremnik (1100 l);Lokacija-4324;Garbage
2024;2024-04-01;6.35830863;spremnik (1100 l);Lokacija-1673;Garbage
2024;2024-04-01;6.35830863;spremnik (1100 l);Lokacija-4655;Garbage
2024;2024-04-01;6.35830863;spremnik (1100 l);Lokacija-1727;Garbage
2024;2024-04-01;6.40768590;m3;Lokacija-3851;Water
2024;2024-04-01;6.42283659;spremnik (1100 l);Lokacija-2875;Garbage
2024;2024-04-01;6.43666401;spremnik (1100 l);Lokacija-657;Garbage
2024;2024-04-01;6.49658283;spremnik (1100 l);Lokacija-3495;Garbage
2024;2024-04-01;6.50383965;m3;Lokacija-1185;Water
2024;2024-04-01;6.61642047;spremnik (1100 l);Lokacija-1883;Garbage
2024;2024-04-01;6.72691635;m3;Lokacija-4118;Water
2024;2024-04-01;6.74614710;m3;Lokacija-4692;Water
2024;2024-04-01;6.82691625;m3;Lokacija-3988;Water
2024;2024-04-01;6.84918204;spremnik (1100 l);Lokacija-2911;Garbage
2024;2024-04-01;6.86761860;spremnik (1100 l);Lokacija-1579;Garbage
2024;2024-04-01;7.01153145;m3;Lokacija-1815;Water
2024;2024-04-01;7.01511108;spremnik (1100 l);Lokacija-383;Garbage
2024;2024-04-01;7.01511108;spremnik (1100 l);Lokacija-2035;Garbage
2024;2024-04-01;7.01511108;spremnik (1100 l);Lokacija-1932;Garbage
2024;2024-04-01;7.01511108;spremnik (1100 l);Lokacija-48;Garbage
2024;2024-04-01;7.11651216;spremnik (1100 l);Lokacija-4669;Garbage
2024;2024-04-01;7.14230055;m3;Lokacija-3611;Water
2024;2024-04-01;7.15568985;spremnik (1100 l);Lokacija-3974;Garbage
2024;2024-04-01;7.20383895;m3;Lokacija-1081;Water
2024;2024-04-01;7.27306965;m3;Lokacija-134;Water
2024;2024-04-01;7.34569106;m3;Lokacija-1815;Gas
2024;2024-04-01;7.47141594;spremnik (1100 l);Lokacija-348;Garbage
2024;2024-04-01;7.57742616;spremnik (1100 l);Lokacija-953;Garbage
2024;2024-04-01;8.11153035;m3;Lokacija-414;Water
2024;2024-04-01;8.38863480;spremnik (1100 l);Lokacija-17;Garbage
2024;2024-04-01;8.39324394;spremnik (1100 l);Lokacija-3642;Garbage
2024;2024-04-01;8.44163991;spremnik (1100 l);Lokacija-3811;Garbage
2024;2024-04-01;8.62600551;spremnik (1100 l);Lokacija-2217;Garbage
2024;2024-04-01;8.62600551;spremnik (1100 l);Lokacija-20;Garbage
2024;2024-04-01;8.72608938;m3;Lokacija-2309;Gas
2024;2024-04-01;8.73460665;m3;Lokacija-792;Water
2024;2024-04-01;8.84263509;spremnik (1100 l);Lokacija-2180;Garbage
2024;2024-04-01;8.94999105;m3;Lokacija-213;Water
2024;2024-04-01;8.99229870;m3;Lokacija-1361;Water
2024;2024-04-01;9.07306785;m3;Lokacija-4017;Water
2024;2024-04-01;9.11152935;m3;Lokacija-3128;Water
2024;2024-04-01;9.23845230;m3;Lokacija-4655;Water
2024;2024-04-01;9.63310260;spremnik (1100 l);Lokacija-3739;Garbage
2024;2024-04-01;9.63540717;spremnik (1100 l);Lokacija-395;Garbage
2024;2024-04-01;9.63540717;spremnik (1100 l);Lokacija-250;Garbage
2024;2024-04-01;9.70768260;m3;Lokacija-1496;Water
2024;2024-04-01;9.73460565;m3;Lokacija-156;Water
2024;2024-04-01;9.89229780;m3;Lokacija-3298;Water
2024;2024-04-01;9.89582358;spremnik (1100 l);Lokacija-134;Garbage
2024;2024-04-01;10.12691295;m3;Lokacija-4230;Water
2024;2024-04-01;10.49731635;spremnik (1100 l);Lokacija-1733;Garbage
2024;2024-04-01;10.94229675;m3;Lokacija-2393;Water
2024;2024-04-01;10.96053492;spremnik (1100 l);Lokacija-2057;Garbage
2024;2024-04-01;11.06783653;m3;Lokacija-657;Gas
2024;2024-04-01;11.75330700;spremnik (1100 l);Lokacija-4537;Garbage
2024;2024-04-01;12.19117530;spremnik (1100 l);Lokacija-1983;Garbage
2024;2024-04-01;12.28379796;kWh;Lokacija-2297;Electicity
2024;2024-04-01;12.31537230;m3;Lokacija-4324;Water
2024;2024-04-01;12.54377451;spremnik (1100 l);Lokacija-4684;Garbage
2024;2024-04-01;12.71661726;spremnik (1100 l);Lokacija-926;Garbage
2024;2024-04-01;13.79998620;m3;Lokacija-1344;Water
2024;2024-04-01;14.60383155;m3;Lokacija-2477;Water
2024;2024-04-01;14.78075445;m3;Lokacija-1965;Water
2024;2024-04-01;14.81463197;m3;Lokacija-4557;Gas
2024;2024-04-01;15.39998460;m3;Lokacija-20;Water
2024;2024-04-01;17.39719893;spremnik (1100 l);Lokacija-682;Garbage
2024;2024-04-01;17.70767460;m3;Lokacija-978;Water
2024;2024-04-01;18.76151970;m3;Lokacija-2649;Water
2024;2024-04-01;19.21780923;spremnik (1100 l);Lokacija-2394;Garbage
2024;2024-04-01;21.44547390;m3;Lokacija-3698;Gas
2024;2024-04-01;22.03707318;m3;Lokacija-1013;Gas
2024;2024-04-01;22.87327896;kWh;Lokacija-1361;Electicity
2024;2024-04-01;23.11714167;spremnik (1100 l);Lokacija-4182;Garbage
2024;2024-04-01;23.85766845;m3;Lokacija-1948;Water
2024;2024-04-01;26.37546790;m3;Lokacija-2256;Gas
2024;2024-04-01;28.71535590;m3;Lokacija-2307;Water
2024;2024-04-01;28.86511487;m3;Lokacija-4038;Gas
2024;2024-04-01;35.64489403;Litara;Vozilo-1750;Diesel
2024;2024-04-01;35.91672345;spremnik (1100 l);Lokacija-2160;Garbage
2024;2024-04-01;39.46460197;m3;Lokacija-3851;Gas
2024;2024-04-01;40.50765180;m3;Lokacija-2176;Water
2024;2024-04-01;40.58457480;m3;Lokacija-3974;Water
2024;2024-04-01;41.33799969;m3;Lokacija-1938;Gas
2024;2024-04-01;42.25004858;m3;Lokacija-3128;Gas
2024;2024-04-01;43.01419765;m3;Lokacija-549;Gas
2024;2024-04-01;43.69925826;kWh;Lokacija-4857;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-1213;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-4811;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-1627;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-3629;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-4246;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-4761;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-2625;Electicity
2024;2024-04-01;43.69925826;kWh;Lokacija-213;Electicity
2024;2024-04-01;43.93474131;Litara;Vozilo-1301;Diesel
2024;2024-04-01;45.01084522;m3;Lokacija-306;Gas
2024;2024-04-01;47.01533760;m3;Lokacija-2607;Water
2024;2024-04-01;49.99013916;m3;Lokacija-2875;Gas
2024;2024-04-01;54.78291504;kWh;Lokacija-2817;Electicity
2024;2024-04-01;55.14198289;m3;Lokacija-3866;Gas
2024;2024-04-01;56.90081124;kWh;Lokacija-4391;Electicity
2024;2024-04-01;58.88877833;m3;Lokacija-4090;Gas
2024;2024-04-01;66.82606867;m3;Lokacija-810;Gas
2024;2024-04-01;68.05506456;kWh;Lokacija-3135;Electicity
2024;2024-04-01;73.60481042;m3;Lokacija-4549;Gas
2024;2024-04-01;75.65075793;m3;Lokacija-2746;Gas
2024;2024-04-01;78.06645499;m3;Lokacija-800;Gas
2024;2024-04-01;79.86590280;m3;Lokacija-2393;Gas
2024;2024-04-01;84.85704108;kWh;Lokacija-2649;Electicity
2024;2024-04-01;89.65760580;kWh;Lokacija-3635;Electicity
2024;2024-04-01;96.47998258;m3;Lokacija-4692;Gas
2024;2024-04-01;96.84973213;m3;Lokacija-1081;Gas
2024;2024-04-01;100.38827988;kWh;Lokacija-1046;Electicity
2024;2024-04-01;103.48057406;m3;Lokacija-1850;Gas
2024;2024-04-01;106.02297090;m3;Lokacija-3642;Water
2024;2024-04-01;141.61665924;kWh;Lokacija-4326;Electicity
2024;2024-04-01;156.72431880;kWh;Lokacija-1948;Electicity
2024;2024-04-01;174.86762958;kWh;Lokacija-3733;Electicity
2024;2024-04-01;194.74057896;kWh;Lokacija-4620;Thermal
2024;2024-04-01;235.08647820;kWh;Lokacija-1119;Electicity
2024;2024-04-01;237.34976265;m3;Lokacija-682;Water
2024;2024-04-01;249.64462905;kWh;Lokacija-4633;Thermal
2024;2024-04-01;273.63183540;kWh;Lokacija-3308;Thermal
2024;2024-04-01;291.52871147;Litara;Vozilo-3298;Diesel
2024;2024-04-01;297.77620572;kWh;Lokacija-223;Electicity
2024;2024-04-01;317.68443000;kWh;Lokacija-4387;Electicity
2024;2024-04-01;333.92163420;kWh;Lokacija-417;Electicity
2024;2024-04-01;363.99576024;kWh;Lokacija-1932;Electicity
2024;2024-04-01;364.96090254;kWh;Lokacija-713;Thermal
2024;2024-04-01;376.91492706;kWh;Lokacija-674;Electicity
2024;2024-04-01;392.14640307;kWh;Lokacija-3000;Thermal
2024;2024-04-01;414.89586558;kWh;Lokacija-2335;Electicity
2024;2024-04-01;417.86092026;kWh;Lokacija-3006;Electicity
2024;2024-04-01;433.60394868;kWh;Lokacija-598;Electicity
2024;2024-04-01;435.67874052;kWh;Lokacija-3108;Thermal
2024;2024-04-01;439.41008373;kWh;Lokacija-4537;Thermal
2024;2024-04-01;442.96374393;kWh;Lokacija-2176;Thermal
2024;2024-04-01;448.07623938;kWh;Lokacija-4118;Electicity
2024;2024-04-01;448.62945400;m3;Lokacija-4118;Gas
2024;2024-04-01;449.00496627;kWh;Lokacija-2319;Thermal
2024;2024-04-01;457.35606774;kWh;Lokacija-4326;Thermal
2024;2024-04-01;466.77326727;kWh;Lokacija-417;Thermal
2024;2024-04-01;476.01278379;kWh;Lokacija-3611;Thermal
2024;2024-04-01;476.53322004;m3;Lokacija-1948;Gas
2024;2024-04-01;481.25661318;kWh;Lokacija-4536;Electicity
2024;2024-04-01;493.82279730;kWh;Lokacija-2853;Electicity
2024;2024-04-01;493.96399038;kWh;Lokacija-4427;Electicity
2024;2024-04-01;499.75290666;kWh;Lokacija-98;Electicity
2024;2024-04-01;502.91981711;Litara;Vozilo-3552;Diesel
2024;2024-04-01;510.90715998;kWh;Lokacija-158;Electicity
2024;2024-04-01;520.43353629;kWh;Lokacija-4761;Thermal
2024;2024-04-01;529.47405000;kWh;Lokacija-3875;Electicity
2024;2024-04-01;538.22802096;kWh;Lokacija-106;Electicity
2024;2024-04-01;542.04023412;kWh;Lokacija-3363;Electicity
2024;2024-04-01;543.94634070;kWh;Lokacija-48;Electicity
2024;2024-04-01;550.44122238;kWh;Lokacija-4038;Electicity
2024;2024-04-01;551.21778432;kWh;Lokacija-1593;Electicity
2024;2024-04-01;562.93680996;kWh;Lokacija-84;Electicity
2024;2024-04-01;565.19589924;kWh;Lokacija-3033;Electicity
2024;2024-04-01;567.66677814;kWh;Lokacija-4224;Electicity
2024;2024-04-01;571.96160919;kWh;Lokacija-1361;Thermal
2024;2024-04-01;572.31697521;kWh;Lokacija-1185;Thermal
2024;2024-04-01;582.13906884;kWh;Lokacija-4620;Electicity
2024;2024-04-01;600.63536232;kWh;Lokacija-1417;Electicity
2024;2024-04-01;601.63467186;kWh;Lokacija-4017;Thermal
2024;2024-04-01;602.04729312;kWh;Lokacija-2679;Electicity
2024;2024-04-01;611.43663294;kWh;Lokacija-249;Electicity
2024;2024-04-01;615.95481150;kWh;Lokacija-706;Electicity
2024;2024-04-01;620.47299006;kWh;Lokacija-3811;Electicity
2024;2024-04-01;627.03846828;kWh;Lokacija-810;Electicity
2024;2024-04-01;633.67454304;kWh;Lokacija-3170;Electicity
2024;2024-04-01;646.38192024;kWh;Lokacija-3898;Electicity
2024;2024-04-01;649.20578184;kWh;Lokacija-4111;Electicity
2024;2024-04-01;649.20578184;kWh;Lokacija-1437;Electicity
2024;2024-04-01;662.47793136;kWh;Lokacija-872;Electicity
2024;2024-04-01;672.36144696;kWh;Lokacija-713;Electicity
2024;2024-04-01;682.95092796;kWh;Lokacija-2949;Electicity
2024;2024-04-01;685.49240340;kWh;Lokacija-4251;Electicity
2024;2024-04-01;693.32861934;kWh;Lokacija-1315;Electicity
2024;2024-04-01;695.65830516;kWh;Lokacija-3000;Electicity
2024;2024-04-01;698.11654629;kWh;Lokacija-978;Thermal
2024;2024-04-01;706.53017232;kWh;Lokacija-62;Electicity
2024;2024-04-01;708.78926160;kWh;Lokacija-4017;Electicity
2024;2024-04-01;713.80161594;kWh;Lokacija-1827;Electicity
2024;2024-04-01;717.40203948;kWh;Lokacija-2156;Electicity
2024;2024-04-01;717.47263602;kWh;Lokacija-2911;Electicity
2024;2024-04-01;717.61382910;kWh;Lokacija-383;Electicity
2024;2024-04-01;730.88597862;kWh;Lokacija-737;Electicity
2024;2024-04-01;733.21566444;kWh;Lokacija-1358;Electicity
2024;2024-04-01;741.89903886;kWh;Lokacija-4192;Electicity
2024;2024-04-01;741.89903886;kWh;Lokacija-1179;Electicity
2024;2024-04-01;745.78184856;kWh;Lokacija-3285;Electicity
2024;2024-04-01;755.87715378;kWh;Lokacija-3310;Electicity
2024;2024-04-01;763.59348512;Litara;Vozilo-2764;Diesel
2024;2024-04-01;770.70242718;kWh;Lokacija-4361;Electicity
2024;2024-04-01;790.54005492;kWh;Lokacija-3865;Electicity
2024;2024-04-01;810.17315148;Litara;Vozilo-134;Diesel
2024;2024-04-01;819.27284670;kWh;Lokacija-651;Electicity
2024;2024-04-01;821.53193598;kWh;Lokacija-800;Electicity
2024;2024-04-01;823.72042872;kWh;Lokacija-724;Electicity
2024;2024-04-01;834.73348896;kWh;Lokacija-3772;Electicity
2024;2024-04-01;839.25166752;kWh;Lokacija-250;Electicity
2024;2024-04-01;840.52240524;kWh;Lokacija-4376;Electicity
2024;2024-04-01;842.49910836;kWh;Lokacija-156;Electicity
2024;2024-04-01;851.39427240;kWh;Lokacija-1002;Electicity
2024;2024-04-01;867.84326622;kWh;Lokacija-3107;Electicity
2024;2024-04-01;870.52593474;kWh;Lokacija-2731;Electicity
2024;2024-04-01;870.59653128;kWh;Lokacija-1761;Electicity
2024;2024-04-01;884.61450000;m3;Lokacija-1392;Water
2024;2024-04-01;889.86938670;kWh;Lokacija-395;Electicity
2024;2024-04-01;897.91739226;kWh;Lokacija-3980;Electicity
2024;2024-04-01;899.11753344;kWh;Lokacija-1824;Electicity
2024;2024-04-01;900.67065732;kWh;Lokacija-1726;Electicity
2024;2024-04-01;915.63712380;kWh;Lokacija-2206;Electicity
2024;2024-04-01;918.03740616;kWh;Lokacija-3382;Electicity
2024;2024-04-01;920.43768852;kWh;Lokacija-3632;Electicity
2024;2024-04-01;929.75643180;kWh;Lokacija-1752;Electicity
2024;2024-04-01;932.36850378;kWh;Lokacija-4683;Electicity
2024;2024-04-01;938.65159584;kWh;Lokacija-279;Electicity
2024;2024-04-01;939.05470785;kWh;Lokacija-1508;Thermal
2024;2024-04-01;942.67559862;kWh;Lokacija-134;Electicity
2024;2024-04-01;948.18212874;kWh;Lokacija-573;Electicity
2024;2024-04-01;956.23013430;kWh;Lokacija-2551;Electicity
2024;2024-04-01;956.30073084;kWh;Lokacija-3601;Electicity
2024;2024-04-01;963.99575370;kWh;Lokacija-2035;Electicity
2024;2024-04-01;971.19660078;kWh;Lokacija-792;Electicity
2024;2024-04-01;985.45710186;kWh;Lokacija-770;Electicity
2024;2024-04-01;993.92868666;kWh;Lokacija-2180;Electicity
2024;2024-04-01;996.11717940;kWh;Lokacija-4308;Electicity
2024;2024-04-01;1000.21177872;kWh;Lokacija-2393;Electicity
2024;2024-04-01;1011.50722512;kWh;Lokacija-1983;Electicity
2024;2024-04-01;1028.27439574;Litara;Vozilo-3642;Diesel
2024;2024-04-01;1054.50051798;kWh;Lokacija-2799;Electicity
2024;2024-04-01;1055.84185224;kWh;Lokacija-4090;Electicity
2024;2024-04-01;1058.59511730;kWh;Lokacija-2257;Electicity
2024;2024-04-01;1103.70630636;kWh;Lokacija-3597;Electicity
2024;2024-04-01;1110.48357420;kWh;Lokacija-1357;Electicity
2024;2024-04-01;1114.86055968;kWh;Lokacija-4101;Electicity
2024;2024-04-01;1119.37873824;kWh;Lokacija-1100;Electicity
2024;2024-04-01;1121.92021368;kWh;Lokacija-362;Electicity
2024;2024-04-01;1126.50898878;kWh;Lokacija-3979;Electicity
2024;2024-04-01;1128.62688498;kWh;Lokacija-843;Electicity
2024;2024-04-01;1133.56864278;kWh;Lokacija-3413;Electicity
2024;2024-04-01;1135.96892514;kWh;Lokacija-2070;Electicity
